0,1,2,3,4,5,6,7,8,9,10,11,12,emotion
-583.4716,63.945915,4.80797,21.99493,3.512938,11.254563,-3.155287,8.18498,-1.1488979,0.14680973,-4.9769907,-0.8577298,4.9166393,disgust
-606.97766,73.96348,6.360736,27.191916,3.8589404,16.837132,-4.192284,10.653203,-0.5451389,1.3081303,-3.6224458,1.2863989,5.445768,disgust
-622.7744,78.39273,12.709979,24.91866,-3.6150246,10.30835,-4.9431095,9.893761,-2.595801,-1.0701951,-5.911109,-4.375165,3.0161905,disgust
-572.6427,67.05291,8.615543,20.611252,-1.1430883,7.117086,-3.8800275,6.206889,-2.2448645,-0.6360551,-3.2924423,-0.9322022,2.4547842,disgust
-704.7359,55.665096,8.526432,18.34552,-0.23844634,11.729694,0.100148305,6.772727,-1.0767462,1.1970295,-2.307468,-0.16060597,3.2865467,surprised
-664.84436,54.07535,7.8392544,13.92642,-3.8931413,8.116676,-2.015189,3.136302,-2.481886,0.10773455,-3.2373848,-2.8011482,-0.15710315,surprised
-605.7032,58.04222,4.126603,18.6121,-0.5964847,9.617891,-1.9341619,5.449337,0.59189254,-0.20220926,-5.631972,-1.7613423,1.2533011,surprised
-603.42084,63.460587,-2.5123181,13.960493,-5.738648,10.271082,-2.413992,4.424173,-4.8901863,-6.735041,-8.776105,-2.4676697,1.5158812,surprised
-618.6782,51.336807,0.84473675,13.7760725,-0.73259246,8.760256,-2.8669484,4.1627007,-3.003808,-0.70938796,-3.807003,-1.6861856,0.9125519,surprised
-527.11316,49.621777,-4.658979,14.762074,-5.5727806,5.5491385,-4.479635,1.7607231,-1.8204362,-0.24819694,-5.846453,-1.9976655,0.9735856,surprised
-571.0102,50.202183,-2.85783,15.233767,-5.576381,8.237309,-3.2185264,2.8895998,-2.794404,-0.72063327,-6.5015554,-2.8549702,0.92015445,surprised
-553.1301,43.558586,-4.590524,17.522242,-6.128591,6.788306,-4.580125,1.3852925,-1.9342749,-1.1717763,-6.341938,-2.107463,0.7319951,surprised
-708.8339,75.429184,2.318978,11.532309,3.199732,8.529489,-8.022232,3.2352843,-4.8939056,-7.322584,-6.556319,-3.1947448,-5.166245,neutral
-722.42004,76.77516,0.25772095,12.855943,2.5285304,10.758529,-7.955712,4.1667466,-5.3882613,-5.8595543,-5.7082753,-0.17370076,-4.368734,neutral
-692.4902,75.90439,2.1122992,13.222737,0.90738475,14.055507,-7.4258966,1.2569332,-7.5006456,-8.698587,-4.9581227,0.9658427,-5.4881744,neutral
-703.15576,71.299965,3.021367,16.090376,-2.5790958,13.61456,-8.11228,4.207314,-6.7119956,-7.47399,-0.7866254,-0.33709028,-5.905824,neutral
-691.65106,76.12364,0.3863448,13.250223,-0.7968721,11.390364,-8.911751,5.0593085,-4.259523,-5.5769563,-4.1232963,-3.4571269,-5.8168206,calm
-701.8375,88.787476,0.10012386,14.011082,0.91848326,12.445513,-6.926969,6.0673585,-6.958461,-6.100503,-3.3593311,-4.80974,-5.2343507,calm
-700.39966,70.46904,-0.026043046,12.896729,-1.6745088,13.46279,-9.60528,2.2119243,-7.946399,-6.753214,-5.458518,-3.2210217,-6.7395225,calm
-693.7057,67.95179,-0.38780817,13.6174135,0.73230034,11.593903,-7.825334,1.3342601,-7.548838,-7.629045,-4.371366,-3.0597057,-6.936396,calm
-709.2109,75.48191,-2.8160498,13.39944,0.8165972,9.991022,-7.3866544,3.0766103,-4.2274446,-5.44761,-5.0095153,-5.670119,-6.221265,calm
-711.04736,81.62979,4.766016,16.030996,4.864413,12.737478,-6.08885,4.1380873,-2.3983755,-5.8316975,-4.625157,-3.2499387,-4.7891803,calm
-701.5932,69.74202,2.5566492,15.458292,-4.493707,12.849492,-10.054173,4.526251,-8.399968,-6.1357117,-3.5517154,-5.489461,-6.62625,calm
-706.8333,72.367256,0.4617903,17.170359,-4.6562223,10.280715,-8.922843,3.1175752,-7.1093073,-7.0460887,-3.9600382,-5.25,-8.250252,calm
-634.9757,83.63218,-16.486906,5.4437304,2.4057446,7.374163,-11.282814,1.90379,-5.965931,-10.416774,-2.5082378,-0.12234633,-4.9426627,happy
-633.54846,85.4299,-10.514045,7.655918,2.0158033,10.284643,-10.051627,2.5019567,-2.8076982,-8.739515,-2.3354824,1.237436,-3.3787017,happy
-621.8661,65.24586,-11.991793,7.4111342,-0.5194858,7.619534,-13.272074,-0.297851,-10.450953,-12.336401,-5.1724114,-3.2451825,-8.796328,happy
-619.3244,75.79368,-11.967565,6.1189976,0.2724919,8.626915,-14.338244,-1.8716636,-8.648002,-13.241169,-4.3916287,-1.7560585,-8.2123165,happy
-493.52792,55.06227,-15.164302,-0.8972403,0.20331861,4.5822725,-12.973036,0.06342704,-1.3606892,-4.2468195,-2.6980944,2.9794242,-2.4216354,happy
-499.23,56.19915,-15.056889,1.657803,1.1090629,6.857947,-12.224187,0.3200371,-0.87820095,-4.1014204,-2.9136686,3.2919195,-2.6787436,happy
-574.6626,64.088646,-15.850733,3.1314385,-1.7499992,7.125395,-13.760668,-0.70322114,-7.2785926,-10.577116,-4.779141,0.62424654,-6.5731006,happy
-490.84058,49.75734,-21.677732,-8.1267185,-8.014036,3.20893,-20.749594,-4.329236,-7.555845,-10.2118225,-8.186279,0.015127719,-7.525017,happy
-654.4894,77.30408,-4.0832987,5.640423,0.22231366,8.601616,-10.11448,0.45647296,-7.6464577,-8.527757,-6.4510126,-2.3830173,-4.607969,sad
-641.9382,81.56063,-0.5259815,9.225303,4.056046,10.26979,-8.156503,0.7238309,-8.141051,-12.107889,-4.507112,0.4854673,-5.047546,sad
-680.7999,61.00883,1.2701501,14.231955,-0.044370968,11.020168,-3.0975714,5.9617367,-5.4588294,-8.235135,-1.9498408,-2.0286105,-4.7433696,sad
-660.8053,71.03138,-4.3198166,9.91731,-1.5432397,9.513564,-10.299267,2.76707,-10.620562,-11.835575,-5.518936,-3.1857545,-8.290751,sad
-552.9022,63.664406,-12.066323,1.5254161,-3.2258966,3.7924657,-16.36722,-2.0265262,-6.85989,-9.8166485,-7.7200165,1.2529553,-2.8513649,sad
-519.8947,60.835354,-20.85623,-6.5389533,-10.295874,0.7751961,-19.840963,-5.2140083,-10.483442,-14.694821,-6.955492,1.4908454,-5.9056244,sad
-549.86694,52.858532,-15.043639,-3.9188156,-7.1932364,0.8287492,-15.303743,-5.6959047,-9.45774,-11.704675,-9.62858,0.14783321,-4.268402,sad
-497.04245,48.981846,-17.444773,-2.8209183,-12.929659,3.2779713,-20.796005,-5.880804,-8.276211,-11.337586,-8.908095,0.3817591,-4.2822495,sad
-612.195,70.89709,-2.834483,12.857362,0.96341455,5.618651,-7.5659776,5.6870294,-1.9150604,-4.8749886,-2.7596445,-1.2486274,-2.1003,angry
-614.28076,78.30935,-3.6116793,12.051402,4.9035378,8.097507,-9.611396,5.24467,-3.811637,-4.9961343,-4.6010118,-1.9630982,-1.4781867,angry
-655.6513,67.52313,1.2115294,15.549086,-2.581603,12.275012,-8.146252,2.1148963,-6.246282,-8.89178,-2.6185634,-2.3032904,-7.4034247,angry
-636.2,62.22908,-3.2901554,10.136466,-1.7316986,7.742423,-10.05664,1.020993,-7.394131,-10.39739,-2.4464684,-1.8292198,-6.3580914,angry
-467.5924,60.114483,-7.122107,5.2939734,-3.8941424,4.52205,-9.095437,2.6549177,1.7752393,-4.8790674,-2.1616645,0.8012346,-2.233209,angry
-401.38705,51.26153,-13.474899,-2.6061218,-9.51567,3.8318388,-11.841293,3.2786193,-1.2997476,-3.8834438,-4.1248937,0.1072531,-3.6307285,angry
-490.34708,59.74647,-6.189666,6.0628242,-4.950231,6.9862866,-11.66882,2.899812,-2.2994401,-8.272705,-4.559092,0.033856943,-5.518786,angry
-443.34454,56.854424,-10.043819,-0.5422423,-12.282593,5.850629,-11.562101,0.9983831,-1.778562,-5.93136,-4.5618477,2.0896974,-0.9134164,angry
-552.2887,68.21869,-8.064596,10.55949,0.37219754,8.717837,-8.236539,0.822642,-8.751875,-6.5306616,1.0018697,0.23487648,-3.5032406,fearful
-569.85095,67.66922,-10.471859,8.100476,2.0610523,8.147166,-8.725266,0.46771288,-8.016748,-8.261861,-0.77178717,2.1533244,-3.8108332,fearful
-606.2666,63.189014,-11.997489,9.063613,-2.296099,6.7200956,-12.701521,0.33555546,-13.618792,-11.606782,-1.0407099,-1.6872288,-7.1851206,fearful
-596.18115,62.0593,-12.281594,10.210357,-5.1059675,9.019827,-14.009146,-0.29585215,-12.934438,-9.569944,-1.9122789,-0.46434724,-7.11692,fearful
-455.34348,53.560013,-16.697002,-0.08248319,-7.089504,5.9812117,-13.340648,-0.55286884,-5.3425336,-8.68628,-2.8004944,5.1185446,-1.874693,fearful
-425.49866,48.12052,-23.09628,-4.48033,-12.656036,3.470421,-14.318053,-1.7385843,-7.0042677,-10.641643,-5.832264,0.8592431,-2.3440533,fearful
-442.30905,45.546432,-16.904997,-3.612067,-13.997831,1.7156192,-15.980715,-3.7169893,-12.6091175,-13.15918,-6.6575847,-1.6987514,-6.4517217,fearful
-440.12503,46.075397,-21.30261,-5.747719,-12.697239,2.000091,-14.666952,-1.3022616,-8.89966,-11.969929,-8.272011,-1.157729,-3.559413,fearful
-645.41064,75.00698,-5.6455984,11.208323,5.1563325,7.834976,-6.709151,0.78433603,-9.7491455,-7.461309,2.192308,1.2250931,-5.925898,disgust
-642.9461,93.470764,-9.670234,12.886888,6.481733,7.974361,-7.320442,3.6812177,-9.00948,-11.249386,-2.7236862,0.85716933,-6.0820904,disgust
-661.7816,72.79921,-1.8302625,9.354646,-2.1174479,8.860427,-7.8706775,0.51344657,-11.4238205,-9.144059,-0.4995565,-0.66958845,-5.3538365,disgust
-654.50476,72.61038,-0.12953204,12.12579,-2.8337636,9.310341,-6.9137974,2.6878693,-9.142766,-7.1586633,1.3151207,0.4423736,-4.9378734,disgust
-586.676,75.49629,-14.064238,8.442436,-0.44568467,8.136446,-11.516167,-1.2745779,-12.177855,-6.54925,-0.9614642,2.7631645,-5.9963503,disgust
-546.4038,72.9331,-12.618839,-1.1598091,-7.3497577,0.18359561,-13.168865,-0.11847175,-12.8974905,-14.776369,-4.4167547,0.73887753,-8.916276,disgust
-547.4563,63.849575,-12.045344,8.263463,-3.8147695,6.573385,-14.494331,-3.0310233,-13.171044,-9.679636,0.7588344,2.8944726,-10.464361,disgust
-551.6,63.799294,-12.149488,8.131042,-7.8830743,6.7697845,-11.828072,-1.306365,-8.772338,-11.912495,-7.6369915,1.7169112,-11.210947,disgust
-651.0413,72.93923,-7.6211033,7.1601105,-1.6847365,8.074778,-11.860309,0.39400813,-7.52086,-8.410813,-2.9411094,-0.69945073,-7.849843,surprised
-621.04297,67.558655,-3.2876103,9.348312,1.0539554,8.891879,-5.7492514,0.7921203,-2.7477756,-5.1020417,-2.928237,1.9438558,-3.6252618,surprised
-641.97095,63.338978,-7.0112143,9.317674,-0.6943022,8.1079,-9.042125,1.406672,-8.183418,-8.210976,-2.7032175,-2.5492232,-6.5521445,surprised
-631.82965,63.83547,-5.925134,10.356487,-3.831637,7.765431,-11.151327,-0.13814563,-10.605638,-11.7463665,-4.866015,-3.355398,-9.010463,surprised
-586.1337,67.37062,-9.223767,5.978288,-3.056433,7.861066,-10.929953,-0.94760424,-10.415199,-7.659863,-1.5298469,0.79326326,-5.7562943,surprised
-560.0796,62.747696,-17.05057,5.0434513,-3.936124,4.6306853,-14.278303,-2.03146,-10.077669,-8.629728,-1.9414806,-0.4949833,-5.477532,surprised
-565.5392,60.67557,-4.0886292,6.4590755,-2.8199081,4.89515,-10.469533,-3.5836062,-7.9111633,-8.803016,-2.32469,1.076306,-7.749758,surprised
-586.74115,55.769215,-7.5314565,3.4976585,-9.60809,5.0431814,-12.7684965,-4.7359476,-10.63826,-10.045532,-4.943071,-0.2624696,-9.591129,surprised
-752.0955,74.34215,7.89519,9.511388,5.648328,12.030303,-0.7333286,1.5818408,-1.0220778,-2.0227282,-2.5054338,-0.13211884,2.646599,neutral
-753.37396,75.758835,9.839034,10.68764,4.9769454,11.265549,0.8313401,1.8299726,-2.2822616,-1.5628347,-2.237413,1.6300111,2.249972,neutral
-746.4887,71.78011,5.5644608,10.422284,4.2007465,12.986828,1.4725289,1.646214,-3.1401422,-4.0793667,-2.338433,0.9254926,3.735377,neutral
-735.38324,72.62126,-1.1814308,11.689086,4.2535324,10.88235,0.4463084,1.0610938,-2.5453866,-3.8680258,-4.9072804,1.5997665,3.6446865,neutral
-767.8199,96.30624,12.284285,16.002476,9.135193,16.56061,1.792268,3.5189059,-2.266263,-3.4389617,-1.2352519,0.4388023,2.2571738,calm
-760.3465,86.168915,7.410422,12.323776,6.122831,14.394656,0.4510841,3.6656313,-1.8169687,-1.5772226,-1.5608,-1.2766179,1.7647882,calm
-752.08795,78.91528,13.15616,18.344519,5.4620156,15.542674,1.9799579,4.8321347,-0.5287152,-4.004568,-0.9851118,1.6448697,2.6409879,calm
-759.9447,78.95212,7.1195893,17.171106,4.7005525,13.386535,0.3593039,3.7373445,-1.5954285,-5.837335,-1.4178734,1.2840661,1.8976717,calm
-770.6481,83.21256,8.639112,15.078211,6.1445208,16.419651,1.7734706,3.0853937,-1.919617,-3.962749,-2.1386962,1.9791359,3.8945549,calm
-742.7421,83.3902,6.9014773,9.379109,4.036463,14.052818,2.2575107,1.9008485,-0.39025575,-4.2757277,-3.1351132,-0.60407376,3.8877325,calm
-740.4508,75.06194,3.7541642,12.875745,6.78359,12.704029,0.9735839,3.1306753,-0.7665713,-7.003851,-2.4702067,1.1869296,4.016994,calm
-750.76086,78.874565,4.1671224,10.915863,6.2486687,11.752572,-0.61749977,3.0485198,0.3248396,-5.9448285,-2.9517374,0.9763064,2.432938,calm
-694.52014,76.6706,-1.8159063,7.7751255,4.8428655,12.204663,-1.8201215,0.29096624,-2.7119224,-4.325731,-4.1571617,0.6116436,3.828372,happy
-700.17847,78.88419,-1.3514948,9.293473,3.723179,12.917513,-0.24822988,-0.7911817,-2.0443597,-4.0487075,-5.058275,-0.28085437,3.9386878,happy
-693.6511,71.460754,-1.6341286,12.33967,2.698555,9.690232,1.474687,-0.36759436,-3.9417264,-4.491202,-5.0335474,-0.9266111,3.4871264,happy
-668.4759,72.63825,-5.6275096,13.632459,0.5160395,9.710215,0.9756458,-1.1413745,-8.806963,-3.7782872,-5.4789286,-3.355305,3.8373175,happy
-621.5084,75.618,-5.325118,7.1101556,6.2858176,12.78642,-0.62462074,-3.3136277,-5.6311817,-1.916511,-5.7834215,0.5065892,3.0017104,happy
-569.4323,76.60446,-7.522757,11.827303,-4.339583,9.696519,-2.843865,-5.316527,-10.664309,-1.426863,-8.058596,-4.579631,0.7261335,happy
-549.74023,55.989716,-12.765321,10.724632,-10.467363,2.3290837,-2.9252698,-5.7174463,-12.104343,-2.9469554,-7.480254,-4.9365807,-0.5823393,happy
-575.30145,61.173153,-11.60694,10.126664,-8.310213,2.0718944,-2.70339,-4.882133,-10.221014,-3.0330632,-6.5006933,-4.5874634,-0.076544374,happy
-749.798,85.68237,18.154587,20.902193,6.0137353,16.219364,1.4390076,5.1146383,-2.0210915,-0.49855775,0.57205975,1.3450211,3.3552494,sad
-759.3959,86.951866,13.116575,19.226503,5.129732,16.907377,1.2714878,1.5714417,-6.140475,-1.6146402,0.038569808,0.527018,2.238546,sad
-750.39105,80.87668,14.441536,15.772464,5.003344,15.426699,0.74602914,2.757376,-4.042686,-0.6187484,0.13711661,-0.07132662,1.7220999,sad
-741.58527,78.17808,12.876209,15.833035,3.14796,13.104959,-0.83752584,0.9124642,-5.8719473,-2.2271721,-1.6233879,-0.1319384,1.9364052,sad
-700.75476,84.1646,4.55056,13.064027,6.9362707,13.315514,-1.3873934,0.029490609,-5.8086495,-1.8513116,-2.3814397,-1.3781345,1.6678314,sad
-709.2355,74.459526,10.407193,16.993525,8.209037,12.707258,0.82146055,-0.29640839,-5.8415055,0.15233736,0.07325085,-1.4401292,1.6031853,sad
-714.13586,75.87796,16.055277,15.854089,2.0022964,13.926706,-0.50350165,3.19211,-3.3214447,-0.5808214,-2.1059637,-1.4665114,2.701386,sad
-756.87146,74.832565,17.293522,23.745298,8.652236,18.880537,1.4567176,6.5103035,-1.4267961,2.004037,-0.055397213,0.32810694,1.568725,sad
-650.2244,74.1937,-1.7698956,11.045038,4.623851,10.025935,-5.593804,2.2735739,-3.1318998,-2.3598351,-7.2273088,-0.9804281,0.09811831,angry
-607.1767,69.64046,-5.5676093,10.788411,1.2558451,7.298412,-5.241711,0.31707478,-3.4492023,-3.6468234,-6.937588,-1.033141,0.44517517,angry
-603.27124,68.39223,-4.1049185,10.763319,3.5729406,9.676021,-4.098875,-0.94583064,-2.6815264,-5.0953298,-10.768066,-1.3166013,0.7047929,angry
-588.8746,64.093506,-6.401286,9.289889,2.3853912,6.9573,-5.1069283,-1.7820326,-5.0046024,-6.4533944,-10.386215,-2.8425949,0.07917636,angry
-380.1555,38.70965,-17.30552,5.56149,-8.182484,-2.1282651,-6.9008083,-4.99253,-6.5536337,-2.8991103,-6.890148,-3.1873758,-0.977976,angry
-447.40405,54.817165,-7.3139224,11.059675,-0.63539165,6.5858607,-7.9865003,-2.8920107,-1.621812,-0.09316004,-6.2682624,0.060567345,0.4052407,angry
-429.9001,47.652134,-19.53129,7.663101,-11.761482,-0.25748646,-7.2614055,-4.602808,-8.127217,-3.098479,-9.516851,-3.4308105,-0.3416386,angry
-357.3585,37.06396,-26.635603,6.291933,-19.237795,-7.0992002,-9.533578,-5.3499146,-10.1311,-2.7288992,-8.067003,-4.6380243,-1.625093,angry
-710.88824,69.339165,6.155699,13.708727,3.6817615,12.686827,-0.6591797,-0.515108,-3.6914964,1.6447071,-3.1560102,1.1874634,1.2845808,fearful
-730.12964,65.057495,7.8500576,18.962786,4.6054425,14.304852,1.108378,3.5400734,-1.6698978,3.8268888,0.3283805,2.0433607,2.8524375,fearful
-657.45557,62.585716,4.290033,14.0428095,2.328866,12.417358,-1.7207268,0.6121462,-3.360545,0.59648937,-4.65357,-0.04478414,1.7535492,fearful
-663.2447,70.70001,4.6999946,15.1073,3.3509083,12.1759205,-0.19166535,1.5409607,-2.388156,0.94805455,-4.529077,2.6210046,4.2626824,fearful
-699.7569,65.033104,5.286937,17.045431,1.4565861,11.822034,-1.4694477,1.756168,-3.2553997,2.2144582,-3.1294124,0.34866798,1.2783468,fearful
-519.4723,47.38946,-7.656304,8.520169,-4.010078,4.595386,-6.9368114,-4.25197,-7.740158,0.6918093,-5.232281,-3.9782739,-2.356901,fearful
-521.5936,51.229965,-4.092645,9.03071,-5.701173,4.097411,-6.890765,-4.142277,-5.661804,-1.7964251,-7.949201,-3.2377098,-1.3457794,fearful
-678.6172,66.45694,4.128095,15.309054,3.832736,13.382062,-0.48011145,1.36004,-2.1894686,0.5171477,-4.59643,0.5353114,0.995392,fearful
-761.21124,81.408676,6.931586,13.737689,7.4487157,13.584228,-1.0575315,4.5994,-1.3511947,-1.9272089,-0.83550316,1.7631453,2.3660147,disgust
-767.14746,81.46546,6.044533,15.021845,6.6779313,11.25488,-2.558422,5.570777,-2.9318416,-0.74988323,-0.71307594,2.4793055,3.0517542,disgust
-747.70435,78.05218,11.174167,16.198946,5.05314,15.694272,-0.8084099,4.662673,-3.343812,0.32008764,-0.43524995,2.3116355,2.6372087,disgust
-741.175,74.186714,8.91033,16.318424,2.432359,10.946048,-2.7010202,2.0499718,-4.4867063,0.48973405,-1.8280804,-0.39348418,2.2872665,disgust
-667.6387,68.60933,5.389425,16.353907,2.4600549,11.60643,-4.552091,0.58525294,-3.900987,0.9629981,-1.7491726,0.1370039,1.5447521,disgust
-654.8556,79.63393,6.2885857,13.829747,4.540806,10.025559,-3.636409,2.1551397,-6.6590757,-2.1361442,-3.177771,0.18994974,1.0370353,disgust
-738.7881,74.97325,17.217335,15.897275,2.7305026,12.60502,-2.3651483,7.117254,-3.6039262,1.0636983,-2.6268518,1.0843678,0.8169104,disgust
-688.77496,77.54946,9.69202,11.790917,3.478482,9.365699,-2.9332025,2.4418435,-4.0233874,-0.5334516,-3.628405,-1.2990304,3.1380675,disgust
-639.1232,70.2596,-1.3261741,9.224055,-3.8641262,5.90789,-3.1789162,-1.9167271,-9.713315,-2.580618,-4.271498,-2.4569116,0.04747305,surprised
-713.73895,68.78501,-0.5483252,10.700444,-4.327046,7.450561,0.0946438,-0.56404394,-4.190354,-2.5474665,-4.7426543,-3.0885785,3.6785553,surprised
-719.00867,72.45062,-0.12927495,14.170637,-1.4032512,7.1086473,-1.1772773,-0.68688744,-5.237882,-4.5115714,-3.8586545,-2.6345806,2.5027068,surprised
-711.252,65.0442,-3.0459237,13.515722,-1.6865681,5.794517,-1.4253923,-0.65719897,-5.2576394,-3.9518485,-2.263127,-4.269534,1.5135167,surprised
-644.5278,64.56487,-4.5266943,12.617378,-1.3395929,8.43286,-3.3381913,-2.1382337,-5.568493,-0.89533484,-3.653052,-1.8895154,1.497704,surprised
-658.2409,64.98202,5.770968,12.6938925,2.819152,12.724113,0.722822,1.1001556,-5.031783,1.1176887,-1.6570041,-0.13961561,1.0730509,surprised
-606.3505,63.985786,0.5908769,11.471451,-2.9363256,10.05048,-1.5360197,-0.5114014,-7.296652,-1.3137808,-5.5626554,-0.49796867,-0.55537456,surprised
-596.48987,60.75254,1.0968419,10.348159,-2.365429,7.9867454,-2.027191,-0.11649032,-6.654691,-1.4068564,-6.2525344,-1.3481717,-2.1250374,surprised
-784.7431,52.277733,6.131366,14.390514,0.262269,2.738638,-11.140385,4.423401,-8.787228,-1.9141564,-3.3079875,-2.1420603,-0.48702726,neutral
-777.7557,53.671146,5.614629,14.474957,1.1254702,3.667881,-8.997253,4.417482,-9.755705,-0.091573164,-1.8970698,-1.3845673,-0.7691221,neutral
-765.14105,51.844822,3.9125,12.692248,-1.3999423,3.8285527,-8.389103,4.507469,-12.085243,-0.79925096,-3.326051,-1.0671655,-2.4400752,neutral
-762.94727,56.769203,3.8833485,13.072181,-3.7232723,2.3344018,-9.853498,5.2469516,-12.928979,-0.8750419,-2.575524,-3.1367457,-1.8810505,neutral
-741.97723,51.872158,1.3553998,11.463151,-2.5505354,1.9403534,-13.237915,-0.38334852,-10.5269785,-3.5549166,-3.6411884,-6.252504,-2.375358,calm
-805.89764,50.434246,2.865829,15.137083,-0.1487465,4.572341,-10.148129,3.43048,-9.754265,-1.1678054,-4.811864,-5.516477,-1.7368157,calm
-744.2637,37.92167,0.38046035,15.578995,-4.476041,3.0739894,-10.679926,1.8628056,-12.48387,-2.1643884,-4.9365077,-5.750819,-3.7500596,calm
-754.68695,45.075043,1.157356,15.802201,-2.9266703,4.2478886,-12.0712385,3.771626,-12.300541,-3.9868605,-3.633382,-6.3439527,-3.1959202,calm
-793.7185,47.604687,6.1680937,13.021605,-2.1996832,3.4003851,-9.262202,3.297968,-8.007885,-1.9330506,-2.4519749,-1.4003689,-1.0105779,calm
-799.4614,45.47828,0.8536544,15.637839,-2.2413638,5.7038136,-11.779102,2.3210196,-9.476761,-3.1025617,-4.251998,-6.326401,-1.6152791,calm
-800.91986,50.396084,6.960777,13.710007,-5.116372,4.6018615,-7.781662,3.2723086,-11.155942,-1.7970512,-3.456107,-1.9591892,-1.1315455,calm
-765.0505,49.012142,4.278963,15.899024,-4.6163177,3.953322,-11.840416,3.535985,-13.6812725,-0.9759809,-2.2391474,-5.4690223,-2.6864314,calm
-562.2397,50.41874,-20.86877,7.4069037,0.51063645,-1.4212564,-18.802832,-0.26600984,-9.523643,-9.657219,0.5332357,-6.2613945,-8.192252,happy
-571.9857,43.71309,-10.179641,2.1187007,-4.953745,0.6403619,-16.099394,-0.39015636,-9.182436,-6.3437233,-0.8934615,-4.932686,-7.201542,happy
-620.6532,42.990753,-11.990129,5.510529,-2.5727477,0.6105317,-15.819781,-4.4312334,-15.529684,-5.6307044,-1.3911349,-8.037686,-6.2260437,happy
-625.8718,39.718826,-8.870752,4.1161304,-4.180976,1.8583624,-16.037657,-1.1596191,-12.393285,-7.520563,-3.7112527,-7.036233,-7.9700327,happy
-480.1158,43.784584,-32.642303,-4.8113503,-7.5116787,-5.8416443,-22.375097,-3.3219812,-6.873304,-13.184855,-1.4204203,-3.0383654,-10.661269,happy
-492.63434,44.09988,-32.15527,-2.199273,-6.580583,-5.3015337,-20.51121,-0.9437049,-10.7751,-11.935283,0.9628795,-7.489644,-9.016652,happy
-470.3906,35.887913,-37.332798,-8.035315,-6.304792,-4.6507406,-24.319626,-4.206108,-11.0291,-14.685556,1.1383132,-5.269269,-9.587854,happy
-486.71234,31.769545,-27.611523,-5.281473,-6.3019247,-2.2651062,-23.13441,-2.8721933,-10.737165,-14.252846,-2.6564612,-6.172504,-9.044862,happy
-740.00055,59.858368,4.734866,19.31307,3.3547728,4.5176983,-10.249933,1.797056,-11.411061,-1.584962,-4.5000095,-4.4267273,-2.2304618,sad
-724.65216,55.716625,4.6216836,12.570419,-2.3908503,2.9152904,-10.98298,2.046193,-11.857315,-1.3309908,-3.3324819,-6.0525336,-3.7942739,sad
-712.2363,48.604145,-0.80552393,17.317318,-1.0035467,3.3518784,-11.279218,3.2805364,-13.935434,-2.094264,-1.0699122,-3.7842462,-2.5010855,sad
-702.1876,53.13882,4.2449684,18.424067,-1.137204,5.611201,-9.737691,2.627494,-13.522017,-1.7688135,-2.0758326,-5.17866,-1.913599,sad
-656.0705,47.953396,-8.494379,9.619265,-4.34209,-1.3159221,-11.532947,-0.1750261,-14.9651575,-4.890008,-2.6845467,-4.111731,-2.604222,sad
-699.65625,58.715607,-9.147858,10.718529,-1.0751355,0.9471877,-10.783718,-0.9351748,-11.653315,-5.556725,-2.4211805,-1.5437601,-3.5009356,sad
-643.95154,50.93908,-7.256976,6.9210095,-3.4186492,-3.5157206,-13.030897,-2.448693,-15.380572,-7.3554597,-3.8848517,-5.632603,-5.6736293,sad
-612.4762,52.518757,-16.488113,6.2435584,-1.9437561,-3.7030087,-20.615383,-1.3121789,-15.851131,-13.3435955,-1.6329156,-5.708755,-10.783426,sad
-621.2703,45.318142,-9.525034,7.8127584,-5.353625,-2.3450818,-12.254922,2.1518393,-10.855036,-3.1249313,-3.1416044,-6.1917644,-4.744223,angry
-605.04694,47.476833,-9.615088,6.7400136,-5.050027,-2.455464,-14.211086,3.2186139,-8.974826,-4.625892,-3.9941988,-3.1720202,-2.0450475,angry
-576.3299,42.46231,-12.112496,7.068585,-3.7462244,-5.2669735,-16.452454,1.9841021,-12.740789,-7.8647237,-4.742643,-5.888573,-4.21389,angry
-571.9035,41.11635,-11.14185,1.7524008,-8.361308,-5.094497,-17.753565,1.9025023,-14.487945,-7.720416,-6.8479886,-4.668683,-5.022902,angry
-412.90613,52.427887,-28.589626,-5.5563045,-9.916738,-10.55007,-20.345621,1.1806977,-10.10506,-9.804389,-4.0505366,-3.9238007,-6.970243,angry
-425.39676,45.91073,-28.6863,-5.9394946,-11.003021,-11.918348,-21.17058,1.2520868,-10.718549,-10.203408,-1.4454273,-2.0023556,-5.615315,angry
-407.61267,36.383263,-26.083984,-10.011393,-14.937064,-10.919665,-20.391617,1.4986299,-11.693726,-12.170898,-0.25242096,-3.5097537,-1.678469,angry
-441.83807,42.00844,-21.299633,-1.4298694,-11.702882,-10.373579,-18.30763,3.556864,-13.491261,-11.803978,-3.344918,-6.2167706,-7.4702644,angry
-744.66705,54.15869,-0.4014255,19.561022,3.4543912,5.84006,-9.483125,1.6419655,-12.6078825,-2.4720776,-4.3929615,-4.4929757,-4.466255,fearful
-700.01556,54.19821,-8.732887,14.826685,-3.7054548,4.1359067,-9.573526,3.9449723,-12.830865,-1.5893672,-1.7431928,-3.1772573,-3.8016117,fearful
